KEY,English(US),English(UK),Japanese,Spanish,French,German,Italian
QuadMistTutorial2,"[STRT=300,12][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]The battle begins!\n[YSUB=5][CENT=0]Place a card next to one of your opponent’s cards.\n[YSUB=5][CENT=0]If the arrows on your card are facing your opponent’s\n[YSUB=5][CENT=0]card, you have the chance to capture it.\n[YSUB=5][FEED=92][ICON=769][ENDN]","[STRT=300,12][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]The battle begins!\n[YSUB=5][CENT=0]Place a card next to one of your opponent’s cards.\n[YSUB=5][CENT=0]If the arrows on your card are facing your opponent’s\n[YSUB=5][CENT=0]card, you have the chance to capture it.\n[YSUB=5][FEED=92][ICON=769][ENDN]","[STRT=230,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]クアッドミストのルール\n\n[YSUB=5][CENT=0][C8C8C8]ゲーム開始! カードをおいたときに、\n[YSUB=5][CENT=0]そのカードの矢印が指している相手の\n[YSUB=5][CENT=0]カードは、すべて自分のものにできる\n[YSUB=5][FEED=58][ICON=769][ENDN]","[STRT=240,12][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]─ Reglas del Tetra Master ─\n\n[YSUB=5][CENT=0][C8C8C8]¡Comienza la partida!\n[YSUB=5][CENT=0]Cuando colocas una carta, las cartas del\n[YSUB=5][CENT=0]rival a las que apuntan las flechas de la\n[YSUB=5][CENT=0]tuya, pasan a tu poder.\n[YSUB=5][FEED=63][ICON=769][ENDN]","[STRT=240,13][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Les règles du Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]La partie commence !\n[YSUB=5][CENT=0]Quand vous posez une carte sur le tapis,\n[YSUB=5][CENT=0]toutes les cartes de l’adversaire faisant\n[YSUB=5][CENT=0]face à l’un de ses triangles peuvent devenir\n[YSUB=5][CENT=0]les vôtres.\n[YSUB=5][FEED=63][ICON=769][ENDN]","[STRT=240,12][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Regeln zu Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]Die Partie ist eröffnet!\n[YSUB=5][CENT=0]Zeigt die gelbe Dreiecksmarkierung auf\n[YSUB=5][CENT=0]eine gegnerische Karte, wird diese\n[YSUB=5][CENT=0]umgedreht und zur eigenen.\n[YSUB=5][FEED=63][ICON=769][ENDN]","[STRT=230,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]TETRA MASTER\n\n[YSUB=5][CENT=0][C8C8C8]Comincia la partita! Si conquista la carta\n[YSUB=5][CENT=0]avversaria poggiandole accanto una carta\n[YSUB=5][CENT=0]con un triangolo giallo.\n[YSUB=5][FEED=58][ICON=769][ENDN]"
QuadMistTutorial3,"[STRT=230,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]The game ends once all cards are\n[YSUB=5][CENT=0]in play. The player who captures\n[YSUB=5][CENT=0]the most cards is the winner.\n[YSUB=5][FEED=58][ICON=770][ENDN]","[STRT=230,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Tetra Master Rules\n\n[YSUB=5][CENT=0][C8C8C8]The game ends once all cards are\n[YSUB=5][CENT=0]in play. The player who captures\n[YSUB=5][CENT=0]the most cards is the winner.\n[YSUB=5][FEED=58][ICON=770][ENDN]","[STRT=230,12][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]クアッドミストのルール\n\n[YSUB=5][CENT=0][C8C8C8]お互いのカードがすべて場に\n[YSUB=5][CENT=0]だされるとゲーム終了!\n[YSUB=5][CENT=0]この時点でカードが多い方が\n[YSUB=5][CENT=0]勝ちとなる\n[YSUB=5][FEED=58][ICON=770][ENDN]","[STRT=240,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]─ Reglas del Tetra Master ─\n\n[YSUB=5][CENT=0][C8C8C8]Cuando se han jugado todas las\n[YSUB=5][CENT=0]cartas, termina la partida. ¡Gana el\n[YSUB=5][CENT=0]que tiene más cartas de su color!\n[YSUB=5][FEED=63][ICON=770][ENDN]","[STRT=240,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Les règles du Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]Quand vous avez posé toutes vos cartes,\n[YSUB=5][CENT=0]la partie est terminée ! Le vainqueur est\n[YSUB=5][CENT=0]celui qui a le plus de cartes sur le tapis !\n[YSUB=5][FEED=63][ICON=770][ENDN]","[STRT=240,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]Regeln zu Tetra Master\n\n[YSUB=5][CENT=0][C8C8C8]Wurden alle Karten abgelegt,\n[YSUB=5][CENT=0]ist die Partie zu Ende. Die Person mit\n[YSUB=5][CENT=0]mehr Karten ist der Gewinner.\n[YSUB=5][FEED=63][ICON=770][ENDN]","[STRT=250,11][IMME][YSUB=2][ICON=27][FEED=18]\n[YSUB=5][CENT=0][C8B040]TETRA MASTER\n\n[YSUB=5][CENT=0][C8C8C8]La partita finisce quando i contendenti hanno\n[YSUB=5][CENT=0]terminato di poggiare le carte sulla griglia.\n[YSUB=5][CENT=0]Vince chi possiede il numero maggiore di carte!\n[YSUB=5][FEED=68][ICON=770][ENDN]"
QuadMistReceived,Received [CARD],Received [CARD],[CARD]のカードを手に入れた,Has obtenido una carte: [CARD],Carte obtenue : [CARD],[CARD]-Karte erhalten.,Ottenuto: carta [CARD]!
QuadMistLost,Lost [CARD],Lost [CARD],[CARD]のカードをとられた,Has perdido una carte: [CARD],Carte perdue : [CARD],[CARD]-Karte verloren.,Perso: carta [CARD]!
QuadMistStock,Stock:[NUMBER],Stock:[NUMBER],所持数：[NUMBER]枚,Tienes [NUMBER],Possession : [NUMBER] carte(s),Im Inventar: [NUMBER] Karte/n,Ne possiedi: [NUMBER]
,,,,,,,
NavigateDialog,"[IMME][PCHC=2,1]Go to {0}?\n[CHOO][MOVE=20,0]Yes\n[MOVE=20,0]No[ENDN]","[IMME][PCHC=2,1]Go to {0}?\n[CHOO][MOVE=20,0]Yes\n[MOVE=20,0]No[ENDN]","[IMME][PCHC=2,1]{0}へ行きますか?\n[CHOO][MOVE=20,0]はい\n[MOVE=20,0]いいえ[ENDN]","[IMME][PCHC=2,1]¿Quieres ir a {0}?\n[CHOO][MOVE=20,0]Sí.\n[MOVE=20,0]No.[ENDN]","[IMME][PCHC=2,1]Partir pour {0} ?\n[CHOO][MOVE=20,0]Oui\n[MOVE=20,0]Non[ENDN]","[IMME][PCHC=2,1]Reiseziel {0}?\n[CHOO][MOVE=20,0]Ja.\n[MOVE=20,0]Nein.[ENDN]","[IMME][PCHC=2,1]Vai a {0}?\n[CHOO][MOVE=20,0]Sì\n[MOVE=20,0]No[ENDN]"
,,,,,,,
BoosterWarningMaster,"[STRT=300,7][PCHC=2,1][IMME][CENT]Abilities will be mastered automatically upon\n[CENT]obtaining weapons and gear. Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]Abilities will be mastered automatically upon\n[CENT]obtaining weapons and gear. Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]武器や防具を入手した時に、自動的にアビリティを\n[CENT]取得するモードにします。よろしいですか？","[STRT=305,7][PCHC=2,1][IMME][CENT]Las habilidades pasarán a nivel Maestro automáticamente\n[CENT]tras obtener armas y armaduras. ¿Quieres continuar?","[STRT=300,7][PCHC=2,1][IMME][CENT]Les aptitudes seront apprises dès l’obtention\n[CENT]des armes et des armures. Continuer ?","[STRT=300,7][PCHC=2,1][IMME][CENT]Abilitys werden automatisch beim Erhalt neuer\n[CENT]Ausrüstung erlernt. Fortfahren?","[STRT=310,7][PCHC=2,1][IMME][CENT]Equipaggiando armi e armature imparerai automaticamente\n[CENT]le abilità corrispondenti. Vuoi continuare?"
BoosterWarningLvMax,"[STRT=300,7][PCHC=2,1][IMME][CENT]Character level and magic stone count will be\n[CENT]set to maximum. Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]Character level and magic stone count will be\n[CENT]set to maximum. Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]レベルと魔石力が最大値になります。\n[CENT]よろしいですか？","[STRT=300,7][PCHC=2,1][IMME][CENT]El nivel del personaje y las piedras mágicas\n[CENT]se potenciará al máximo. ¿Quieres continuar?","[STRT=300,7][PCHC=2,1][IMME][CENT]Le niveau et les magilithes seront au\n[CENT]maximum. Continuer ?","[STRT=300,7][PCHC=2,1][IMME][CENT]Level und Magiesteine werden maximiert.\n[CENT]Fortfahren?","[STRT=300,7][PCHC=2,1][IMME][CENT]Potenzia al massimo il livello del personaggio\n[CENT]e delle pietre magiche. Vuoi continuare?"
BoosterWarningGilMax,"[STRT=300,7][PCHC=2,1][IMME][CENT]Your character’s gil will be set to maximum.\n[CENT]Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]Your character’s gil will be set to maximum.\n[CENT]Continue?","[STRT=300,7][PCHC=2,1][IMME][CENT]ギルが最大値になります。\n[CENT]よろしいですか？","[STRT=300,7][PCHC=2,1][IMME][CENT]Tendrás en tu poder el máximo de guiles.\n[CENT]¿Quieres continuar?","[STRT=300,7][PCHC=2,1][IMME][CENT]Les gils seront au maximum.\n[CENT]Continuer ?","[STRT=300,7][PCHC=2,1][IMME][CENT]Gil-Guthaben wird maximiert.\n[CENT]Fortfahren?","[STRT=300,7][PCHC=2,1][IMME][CENT]Aumenta al massimo i guil a disposizione.\n[CENT]Vuoi continuare?"
BoosterWarningCommonChoice,"\n\n[CHOO][MOVE=140,0]Yes\n[MOVE=140,0]No[ENDN]","\n\n[CHOO][MOVE=140,0]Yes\n[MOVE=140,0]No[ENDN]","\n\n[CHOO][MOVE=140,0]はい\n[MOVE=140,0]いいえ[ENDN]","\n\n[CHOO][MOVE=140,0]Sí.\n[MOVE=140,0]No[ENDN]","\n\n[CHOO][MOVE=140,0]Oui\n[MOVE=140,0]Non[ENDN]","\n\n[CHOO][MOVE=140,0]Ja.\n[MOVE=140,0]Nein.[ENDN]","\n\n[CHOO][MOVE=140,0]Sí\n[MOVE=140,0]No[ENDN]"
BoosterWarningNotaaaa,\n\n[CENT][D06050]*This feature cannot be disabled once active.[C8C8C8],\n\n[CENT][D06050]*This feature cannot be disabled once active.[C8C8C8],\n\n[CENT][D06050]*この機能は取り消しできません[C8C8C8],\n[CENT][D06050]* No podrás deshacer los cambios una vez \n[CENT]activada esta opción.[C8C8C8],"\n[CENT][D06050]* Une fois activée, cette fonction ne peut pas \n[CENT]être désactivée.[C8C8C8]",\n[CENT][D06050]* Diese Aktion kann nicht rückgängig \n[CENT]gemacht werden.[C8C8C8],"\n[CENT][D06050]*Una volta abilitata, quest’opzione non può\n[CENT]essere disattivata.[C8C8C8]"
BoosterWarningaaaa,\n[CENT][D06050]*This feature cannot be disabled once active.\n[CENT]You will also be unable to earn achievements.[C8C8C8],\n[CENT][D06050]*This feature cannot be disabled once active. \n[CENT]You will also be unable to earn achievements.[C8C8C8],\n[CENT][D06050]*この機能は取り消しできません。\n[CENT]この機能を使うと、アチーブメントは入手できません。[C8C8C8],\n[CENT][D06050]* No podrás deshacer los cambios una vez activada esta opción.\n[CENT]Jugar de esta forma no te reportará trofeos.[C8C8C8],"\n[CENT][D06050]* Une fois activée, cette fonction ne peut pas être désactivée,\n[CENT]et vous ne pourrez pas obtenir de trophées.[C8C8C8]",\n[CENT][D06050]* Diese Aktion kann nicht rückgängig gemacht werden.\n[CENT]Du kannst außerdem keine Erfolge freischalten.[C8C8C8],"\n[CENT][D06050]*Una volta abilitata, quest’opzione non può essere\n[CENT]disattivata e non potrai ottenere nessun achievement.[C8C8C8]"
,,,,,,,
ATESelective,ate_selective_text01_us_uk_jp_fr_gr,ate_selective_text01_us_uk_jp_fr_gr,ate_selective_text01_us_uk_jp_fr_gr,ate_selective_text01_es,ate_selective_text01_us_uk_jp_fr_gr,ate_selective_text01_us_uk_jp_fr_gr,ate_selective_text01_it
ATEForced,ate_forced_text01_us_uk_jp_fr_gr,ate_forced_text01_us_uk_jp_fr_gr,ate_forced_text01_us_uk_jp_fr_gr,ate_forced_text01_es,ate_forced_text01_us_uk_jp_fr_gr,ate_forced_text01_us_uk_jp_fr_gr,ate_forced_text01_it
ATEText1,ate_selective_text00_01_us_uk,ate_selective_text00_01_us_uk,ate_selective_text00_01_jp,ate_selective_text00_01_es,ate_selective_text00_01_fr,ate_selective_text00_01_gr,ate_selective_text00_01_it
ATEText2,ate_selective_text00_02_us_uk,ate_selective_text00_02_us_uk,ate_selective_text00_02_jp,ate_selective_text00_02_es,ate_selective_text00_02_fr,ate_selective_text00_02_gr,ate_selective_text00_02_it
,,,,,,,
Keyboard,Keyboard,Keyboard,キーボード,Teclado,Clavier,Tastatur,Tastiera
Joystick,Controller,Controller,コントローラ,Joystick,Manette,Controller,Controlli
ConfirmDesp,Conf/Talk/Look,Conf/Talk/Look,けってい／はなす／しらべる,Acep./Habla/Exam.,Confirmer/Parler...,OK/Reden/Prüfen,Conf./parla/cerca
CancelDesp,Cancel/Dash,Cancel/Dash,キャンセル／ダッシュ,Cancelar/Correr,Annuler/Courir,Abbrechen/Rennen,Annulla/corre
SpecialDesp,Cards/Moogle,Cards/Moogle,カード／モーグリよびだし,Cartas/Moguri,Cartes/Mog,Karte/Mogry rufen,Carte/moguri
BumperDesp,Cam Rotation,Cam Rotation,カメラかいてん,Girar cámara,Mvts Caméra,Kamera schwenken,Gira inquadratura
TriggerDesp,Fix Camera,Fix Camera,カメラこてい,Fijar cámara,Caméra fixe,Kamera fixieren,Fissa inquadratura
Perspective,Perspective,Perspective,してんきりかえ,Ángulo de visión,Angle,Perspektive,Prospettiva
ToggleHelp,Toggle Help,Toggle Help,ヘルプ表示,Ayuda,Afficher l'aide,Hilfe anzeigen,Aiuto
,,,,,,,
Miss,Miss,Miss,Miss,Fallo,Raté!,VERFEHLT,Mancato
Death,Death,Death,Death,Muerte,Mort!,TOT,Morte
Guard,Guard,Guard,Guard,Defensa,Défense!,SCHUTZ,Scudo
Critical,Critical,Critical,Critical,Letal,Critique!,KRITISCH,Letale
TouchToConfirm,Tap to confirm.,Tap to confirm.,画面タップで次へ,Toca para confirmar.,Touchez pour confirmer.,Weiter durch Antippen.,Tocca per confermare.
Touch,Touch,Touch,タッチ,Toca,Touchez,Antippen,Tocca
,,,,,,,
MobileBasicControlTutorial0,"[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Basic Controls : Walk\n\n[C8C8C8][FEED=15]Swipe on screen to walk with a virtual analog.\n[FEED=15]Or tap on the route to let character\n[FEED=15]automatically walk to the destined path.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Basic Controls : Walking\n\n[C8C8C8][FEED=15]Swipe on screen to walk with a virtual pad,\n[FEED=15]or tap on the route to let your character\n[FEED=15]automatically walk to the selected location.[ENDN]","[STRT=240,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]移動について\n\n[FEED=20][C8C8C8]画面をスワイプするとバーチャルパッドが出現し、\n[FEED=20]パッドを使って移動できます。また、移動したい\n[FEED=20]場所をタップすると、移動可能な場所には自動的に\n[FEED=20]移動します。[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Movimiento del personaje\n\n[C8C8C8][YSUB=5][FEED=10]Usa el pad virtual que se muestra al deslizar el\n[YSUB=5][FEED=10]dedo por la pantalla. También puedes tocar una\n[YSUB=5][FEED=10]zona disponible para que el personaje vaya\n[YSUB=5][FEED=10]hacia ella automáticamente.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Déplacement\n\n[C8C8C8][YSUB=5][FEED=10]Utilisez la manette virtuelle qui apparaît en\n[YSUB=5][FEED=10]glissant un doigt sur l’écran pour vous déplacer.\n[YSUB=5][FEED=10]Vous pouvez aussi simplement toucher l’endroit\n[YSUB=5][FEED=10]où vous souhaitez aller.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Grundsteuerung - Laufen\n\n[C8C8C8][YSUB=5][FEED=15]Wische über den Bildschirm, um die virtuelle\n[YSUB=5][FEED=15]Steuerung aufzurufen, oder tippe einen\n[YSUB=5][FEED=15]erreichbaren Ort an, damit sich dein Charakter\n[YSUB=5][FEED=15]automatisch dorthin bewegt.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Muovere il personaggio\n\n[C8C8C8][FEED=5]Per muovere il personaggio, usa il pad virtuale\n[FEED=5]che appare facendo scorrere il dito sullo schermo,\n[FEED=5]oppure tocca il punto dove desideri andare.[ENDN]"
MobileBasicControlTutorial1,"[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Basic Controls : Select Choice\n\n[C8C8C8][FEED=30]Swipe up and down on the area outside\n[FEED=30]a dialog to control Hand cursor and\n[FEED=30]tap [ICON=260]  to confirm or [ICON=261]  to cancel.\n[FEED=30]You also can directly tap on the choice.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][FEED=55][C8B040]Basic Controls : Choice Selection\n\n[C8C8C8][FEED=30]Swipe up and down on the area outside\n[FEED=30]dialog boxes to control the Hand cursor.\n[FEED=30]Tap [ICON=260] to confirm or [ICON=261] to cancel.\n[FEED=30]You also can directly tap on the choice.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]選択肢を選ぶには\n\n[FEED=20][C8C8C8]選択肢が表示された場合、ウィンドウの外側を上下\n[FEED=20]にスワイプすることで、指カーソルを移動させること\n[FEED=20]ができます。 [ICON=260] で決定、[ICON=261] でキャンセルです。\n[FEED=20]選択肢を直接タップしても選択することができます。[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Pantallas de selección\n\n[C8C8C8][YSUB=5][FEED=15]Desliza el dedo arriba y abajo fuera de\n[YSUB=5][FEED=15]la ventana para mover el cursor.\n[YSUB=5][FEED=15]Toca [ICON=260] para aceptar y [ICON=261] para cancelar.\n[YSUB=5][FEED=15]También puedes tocar directamente cualquiera\n[YSUB=5][FEED=15]de las opciones disponibles.[ENDN]","[STRT=262,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Choix\n\n[C8C8C8][YSUB=5][FEED=1]Lorsque des choix apparaissent, glissez\n[YSUB=5][FEED=1]verticalement à l’extérieur de la fenêtre pour\n[YSUB=5][FEED=1]déplacer le curseur.\n[YSUB=5][FEED=1]Sélectionnez [ICON=260] avec et annulez avec [ICON=261].\n[YSUB=5][FEED=1]Vous pouvez aussi toucher directement votre choix.[ENDN]","[STRT=260,8][IMME][FEED=5][YSUB=2][ICON=27]\n[YSUB=1][FEED=35][C8B040]Grundsteuerung - Dialogoptionen wählen\n\n[C8C8C8][YSUB=5][FEED=25]Tippe einfach auf die gewünschte Option,\n[YSUB=5][FEED=25]um eine Wahl zu treffen, oder wische am\n[YSUB=5][FEED=25]Außenrand des Dialogfensters nach oben\n[YSUB=5][FEED=25]und unten, bis der Zeiger darauf steht.\n[YSUB=5][FEED=25]Bestätige mit [ICON=260] oder brich mit [ICON=261] ab.[ENDN]","[STRT=260,8][IMME][FEED=20][YSUB=2][ICON=27]\n[YSUB=1][CENT=0][C8B040]Schermata di selezione\n\n[C8C8C8][FEED=5]Fai scorrere il dito verso l’alto o verso il basso\n[FEED=5]fuori dalla finestra per muovere il cursore.\n[FEED=5]Tocca [ICON=260] per confermare e [ICON=261] per annullare.\n[FEED=5]Oppure tocca direttamente l’opzione che desideri.[ENDN]"
